indicator,level,name,year,grp,estimate,moe,share,sharemoe
pov_age,4_towns,Hartford,2017,ages65plus_low_income,6547,489,0.528,0.03
pov_age,4_towns,Hartland,2017,ages0_17_poverty_status_determined,429,86,NA,NA
pov_age,4_towns,Hartland,2017,ages0_17_poverty,17,31,0.04,0.072
pov_age,4_towns,Hartland,2017,ages0_17_low_income,127,85,0.296,0.189
pov_age,4_towns,Hartland,2017,ages65plus_poverty_status_determined,344,59,NA,NA
pov_age,4_towns,Hartland,2017,ages65plus_poverty,10,23,0.029,0.067
pov_age,4_towns,Hartland,2017,ages65plus_low_income,69,37,0.201,0.102
pov_age,4_towns,Harwinton,2017,ages0_17_poverty_status_determined,1148,221,NA,NA
pov_age,4_towns,Harwinton,2017,ages0_17_poverty,112,96,0.098,0.081
pov_age,4_towns,Harwinton,2017,ages0_17_low_income,139,107,0.121,0.09
pov_age,4_towns,Harwinton,2017,ages65plus_poverty_status_determined,1040,159,NA,NA
pov_age,4_towns,Harwinton,2017,ages65plus_poverty,41,42,0.039,0.04
pov_age,4_towns,Harwinton,2017,ages65plus_low_income,125,67,0.12,0.062
pov_age,4_towns,Hebron,2017,ages0_17_poverty_status_determined,2175,274,NA,NA
pov_age,4_towns,Hebron,2017,ages0_17_poverty,16,39,0.007,0.018
pov_age,4_towns,Hebron,2017,ages0_17_low_income,141,127,0.065,0.058
pov_age,4_towns,Hebron,2017,ages65plus_poverty_status_determined,1362,187,NA,NA
pov_age,4_towns,Hebron,2017,ages65plus_poverty,12,29,0.009,0.021
pov_age,4_towns,Hebron,2017,ages65plus_low_income,151,84,0.111,0.06
pov_age,4_towns,Kent,2017,ages0_17_poverty_status_determined,535,186,NA,NA
pov_age,4_towns,Kent,2017,ages0_17_poverty,49,114,0.092,0.211
pov_age,4_towns,Kent,2017,ages0_17_low_income,160,149,0.299,0.258
pov_age,4_towns,Kent,2017,ages65plus_poverty_status_determined,661,145,NA,NA
pov_age,4_towns,Kent,2017,ages65plus_poverty,20,30,0.03,0.045
pov_age,4_towns,Kent,2017,ages65plus_low_income,113,60,0.171,0.083
pov_age,4_towns,Killingly,2017,ages0_17_poverty_status_determined,3625,398,NA,NA
pov_age,4_towns,Killingly,2017,ages0_17_poverty,504,242,0.139,0.065
pov_age,4_towns,Killingly,2017,ages0_17_low_income,1116,342,0.308,0.088
pov_age,4_towns,Killingly,2017,ages65plus_poverty_status_determined,2296,254,NA,NA
pov_age,4_towns,Killingly,2017,ages65plus_poverty,140,100,0.061,0.043
pov_age,4_towns,Killingly,2017,ages65plus_low_income,731,211,0.318,0.085
pov_age,4_towns,Killingworth,2017,ages0_17_poverty_status_determined,1350,205,NA,NA
pov_age,4_towns,Killingworth,2017,ages0_17_poverty,38,66,0.028,0.049
pov_age,4_towns,Killingworth,2017,ages0_17_low_income,62,87,0.046,0.064
pov_age,4_towns,Killingworth,2017,ages65plus_poverty_status_determined,1334,199,NA,NA
pov_age,4_towns,Killingworth,2017,ages65plus_poverty,13,36,0.01,0.027
pov_age,4_towns,Killingworth,2017,ages65plus_low_income,113,77,0.085,0.056
pov_age,4_towns,Lebanon,2017,ages0_17_poverty_status_determined,1428,243,NA,NA
pov_age,4_towns,Lebanon,2017,ages0_17_poverty,32,65,0.022,0.045
pov_age,4_towns,Lebanon,2017,ages0_17_low_income,248,209,0.174,0.143
pov_age,4_towns,Lebanon,2017,ages65plus_poverty_status_determined,1194,188,NA,NA
pov_age,4_towns,Lebanon,2017,ages65plus_poverty,67,67,0.056,0.055
pov_age,4_towns,Lebanon,2017,ages65plus_low_income,190,112,0.159,0.09
pov_age,4_towns,Ledyard,2017,ages0_17_poverty_status_determined,3301,378,NA,NA
pov_age,4_towns,Ledyard,2017,ages0_17_poverty,287,135,0.087,0.04
pov_age,4_towns,Ledyard,2017,ages0_17_low_income,876,263,0.265,0.074
pov_age,4_towns,Ledyard,2017,ages65plus_poverty_status_determined,2076,277,NA,NA
pov_age,4_towns,Ledyard,2017,ages65plus_poverty,48,56,0.023,0.027
pov_age,4_towns,Ledyard,2017,ages65plus_low_income,207,103,0.1,0.048
pov_age,4_towns,Lisbon,2017,ages0_17_poverty_status_determined,739,139,NA,NA
pov_age,4_towns,Lisbon,2017,ages0_17_poverty,27,37,0.037,0.05
pov_age,4_towns,Lisbon,2017,ages0_17_low_income,74,61,0.1,0.08
pov_age,4_towns,Lisbon,2017,ages65plus_poverty_status_determined,753,122,NA,NA
pov_age,4_towns,Lisbon,2017,ages65plus_poverty,43,33,0.057,0.043
pov_age,4_towns,Lisbon,2017,ages65plus_low_income,135,62,0.179,0.077
pov_age,4_towns,Litchfield,2017,ages0_17_poverty_status_determined,1489,232,NA,NA
pov_age,4_towns,Litchfield,2017,ages0_17_poverty,105,71,0.071,0.046
pov_age,4_towns,Litchfield,2017,ages0_17_low_income,214,106,0.144,0.068
pov_age,4_towns,Litchfield,2017,ages65plus_poverty_status_determined,2017,249,NA,NA
pov_age,4_towns,Litchfield,2017,ages65plus_poverty,162,88,0.08,0.042
pov_age,4_towns,Litchfield,2017,ages65plus_low_income,540,182,0.268,0.084
pov_age,4_towns,Lyme,2017,ages0_17_poverty_status_determined,367,78,NA,NA
pov_age,4_towns,Lyme,2017,ages0_17_poverty,0,12,0,0.033
pov_age,4_towns,Lyme,2017,ages0_17_low_income,101,71,0.275,0.184
pov_age,4_towns,Lyme,2017,ages65plus_poverty_status_determined,784,108,NA,NA
pov_age,4_towns,Lyme,2017,ages65plus_poverty,13,21,0.017,0.027
pov_age,4_towns,Lyme,2017,ages65plus_low_income,102,52,0.13,0.064
pov_age,4_towns,Madison,2017,ages0_17_poverty_status_determined,4593,456,NA,NA
pov_age,4_towns,Madison,2017,ages0_17_poverty,54,67,0.012,0.015
pov_age,4_towns,Madison,2017,ages0_17_low_income,212,136,0.046,0.029
pov_age,4_towns,Madison,2017,ages65plus_poverty_status_determined,4177,400,NA,NA
pov_age,4_towns,Madison,2017,ages65plus_poverty,190,100,0.045,0.024
pov_age,4_towns,Madison,2017,ages65plus_low_income,641,169,0.153,0.038
pov_age,4_towns,Manchester,2017,ages0_17_poverty_status_determined,12439,926,NA,NA
pov_age,4_towns,Manchester,2017,ages0_17_poverty,1960,563,0.158,0.044
pov_age,4_towns,Manchester,2017,ages0_17_low_income,4750,781,0.382,0.056
pov_age,4_towns,Manchester,2017,ages65plus_poverty_status_determined,7805,434,NA,NA
pov_age,4_towns,Manchester,2017,ages65plus_poverty,480,147,0.061,0.019
pov_age,4_towns,Manchester,2017,ages65plus_low_income,1591,263,0.204,0.032
pov_age,4_towns,Mansfield,2017,ages0_17_poverty_status_determined,2108,290,NA,NA
pov_age,4_towns,Mansfield,2017,ages0_17_poverty,101,90,0.048,0.042
pov_age,4_towns,Mansfield,2017,ages0_17_low_income,368,167,0.175,0.075
pov_age,4_towns,Mansfield,2017,ages65plus_poverty_status_determined,2083,239,NA,NA
pov_age,4_towns,Mansfield,2017,ages65plus_poverty,80,57,0.038,0.027
pov_age,4_towns,Mansfield,2017,ages65plus_low_income,411,134,0.197,0.06
pov_age,4_towns,Marlborough,2017,ages0_17_poverty_status_determined,1337,287,NA,NA
pov_age,4_towns,Marlborough,2017,ages0_17_poverty,0,17,0,0.013
pov_age,4_towns,Marlborough,2017,ages0_17_low_income,213,202,0.159,0.147
pov_age,4_towns,Marlborough,2017,ages65plus_poverty_status_determined,923,154,NA,NA
pov_age,4_towns,Marlborough,2017,ages65plus_poverty,62,58,0.067,0.062
pov_age,4_towns,Marlborough,2017,ages65plus_low_income,179,113,0.194,0.118
pov_age,4_towns,Meriden,2017,ages0_17_poverty_status_determined,10476,786,NA,NA
pov_age,4_towns,Meriden,2017,ages0_17_poverty,1915,418,0.183,0.037
pov_age,4_towns,Meriden,2017,ages0_17_low_income,4147,622,0.396,0.051
pov_age,4_towns,Meriden,2017,ages65plus_poverty_status_determined,9320,514,NA,NA
pov_age,4_towns,Meriden,2017,ages65plus_poverty,451,137,0.048,0.014
pov_age,4_towns,Meriden,2017,ages65plus_low_income,2142,310,0.23,0.031
pov_age,4_towns,Middlebury,2017,ages0_17_poverty_status_determined,1566,206,NA,NA
pov_age,4_towns,Middlebury,2017,ages0_17_poverty,0,17,0,0.011
pov_age,4_towns,Middlebury,2017,ages0_17_low_income,30,63,0.019,0.04
pov_age,4_towns,Middlebury,2017,ages65plus_poverty_status_determined,1530,198,NA,NA
pov_age,4_towns,Middlebury,2017,ages65plus_poverty,83,52,0.054,0.033
pov_age,4_towns,Middlebury,2017,ages65plus_low_income,333,110,0.218,0.066
pov_age,4_towns,Middlefield,2017,ages0_17_poverty_status_determined,835,144,NA,NA
pov_age,4_towns,Middlefield,2017,ages0_17_poverty,105,94,0.126,0.11
pov_age,4_towns,Middlefield,2017,ages0_17_low_income,127,100,0.152,0.117
pov_age,4_towns,Middlefield,2017,ages65plus_poverty_status_determined,815,122,NA,NA
pov_age,4_towns,Middlefield,2017,ages65plus_poverty,46,36,0.056,0.043
pov_age,4_towns,Middlefield,2017,ages65plus_low_income,165,74,0.202,0.086
pov_age,4_towns,Middletown,2017,ages0_17_poverty_status_determined,8050,610,NA,NA
pov_age,4_towns,Middletown,2017,ages0_17_poverty,1249,300,0.155,0.035
pov_age,4_towns,Middletown,2017,ages0_17_low_income,2445,443,0.304,0.05
pov_age,4_towns,Middletown,2017,ages65plus_poverty_status_determined,6296,449,NA,NA
pov_age,4_towns,Middletown,2017,ages65plus_poverty,533,138,0.085,0.021
pov_age,4_towns,Middletown,2017,ages65plus_low_income,1590,244,0.253,0.034
pov_age,4_towns,Milford,2017,ages0_17_poverty_status_determined,9563,572,NA,NA
pov_age,4_towns,Milford,2017,ages0_17_poverty,746,247,0.078,0.025
pov_age,4_towns,Milford,2017,ages0_17_low_income,1813,395,0.19,0.04
pov_age,4_towns,Milford,2017,ages65plus_poverty_status_determined,9518,636,NA,NA
pov_age,4_towns,Milford,2017,ages65plus_poverty,684,234,0.072,0.024
pov_age,4_towns,Milford,2017,ages65plus_low_income,2104,341,0.221,0.033
pov_age,4_towns,Monroe,2017,ages0_17_poverty_status_determined,4885,514,NA,NA
pov_age,4_towns,Monroe,2017,ages0_17_poverty,205,156,0.042,0.032
pov_age,4_towns,Monroe,2017,ages0_17_low_income,418,215,0.086,0.043
pov_age,4_towns,Monroe,2017,ages65plus_poverty_status_determined,2894,326,NA,NA
pov_age,4_towns,Monroe,2017,ages65plus_poverty,80,59,0.028,0.02
pov_age,4_towns,Monroe,2017,ages65plus_low_income,617,179,0.213,0.057
pov_age,4_towns,Montville,2017,ages0_17_poverty_status_determined,3237,375,NA,NA
pov_age,4_towns,Montville,2017,ages0_17_poverty,218,152,0.067,0.046
pov_age,4_towns,Montville,2017,ages0_17_low_income,827,263,0.255,0.076
pov_age,4_towns,Montville,2017,ages65plus_poverty_status_determined,3068,300,NA,NA
pov_age,4_towns,Montville,2017,ages65plus_poverty,131,68,0.043,0.022
pov_age,4_towns,Montville,2017,ages65plus_low_income,431,138,0.14,0.043
pov_age,4_towns,Morris,2017,ages0_17_poverty_status_determined,481,90,NA,NA
pov_age,4_towns,Morris,2017,ages0_17_poverty,14,21,0.029,0.043
pov_age,4_towns,Morris,2017,ages0_17_low_income,93,72,0.193,0.145
pov_age,4_towns,Morris,2017,ages65plus_poverty_status_determined,403,73,NA,NA
pov_age,4_towns,Morris,2017,ages65plus_poverty,6,23,0.015,0.057
pov_age,4_towns,Morris,2017,ages65plus_low_income,48,42,0.119,0.102
pov_age,4_towns,Naugatuck,2017,ages0_17_poverty_status_determined,7190,743,NA,NA
pov_age,4_towns,Naugatuck,2017,ages0_17_poverty,896,392,0.125,0.053
pov_age,4_towns,Naugatuck,2017,ages0_17_low_income,2415,636,0.336,0.081
pov_age,4_towns,Naugatuck,2017,ages65plus_poverty_status_determined,4538,387,NA,NA
pov_age,4_towns,Naugatuck,2017,ages65plus_poverty,269,119,0.059,0.026
pov_age,4_towns,Naugatuck,2017,ages65plus_low_income,894,217,0.197,0.045
pov_age,4_towns,New Britain,2017,ages0_17_poverty_status_determined,16437,940,NA,NA
pov_age,4_towns,New Britain,2017,ages0_17_poverty,5705,671,0.347,0.036
pov_age,4_towns,New Britain,2017,ages0_17_low_income,10267,919,0.625,0.043
pov_age,4_towns,New Britain,2017,ages65plus_poverty_status_determined,9170,609,NA,NA
pov_age,4_towns,New Britain,2017,ages65plus_poverty,1232,219,0.134,0.022
pov_age,4_towns,New Britain,2017,ages65plus_low_income,3470,416,0.378,0.038
pov_age,4_towns,New Canaan,2017,ages0_17_poverty_status_determined,6000,510,NA,NA
pov_age,4_towns,New Canaan,2017,ages0_17_poverty,109,83,0.018,0.014
pov_age,4_towns,New Canaan,2017,ages0_17_low_income,355,149,0.059,0.024
pov_age,4_towns,New Canaan,2017,ages65plus_poverty_status_determined,3145,378,NA,NA
pov_age,4_towns,New Canaan,2017,ages65plus_poverty,74,69,0.024,0.022
pov_age,4_towns,New Canaan,2017,ages65plus_low_income,303,129,0.096,0.039
pov_age,4_towns,New Fairfield,2017,ages0_17_poverty_status_determined,3121,345,NA,NA
pov_age,4_towns,New Fairfield,2017,ages0_17_poverty,225,147,0.072,0.046
pov_age,4_towns,New Fairfield,2017,ages0_17_low_income,492,239,0.158,0.075
pov_age,4_towns,New Fairfield,2017,ages65plus_poverty_status_determined,2310,233,NA,NA
pov_age,4_towns,New Fairfield,2017,ages65plus_poverty,37,43,0.016,0.019
pov_age,4_towns,New Fairfield,2017,ages65plus_low_income,273,103,0.118,0.043
pov_age,4_towns,New Hartford,2017,ages0_17_poverty_status_determined,1701,305,NA,NA
pov_age,4_towns,New Hartford,2017,ages0_17_poverty,0,17,0,0.01
pov_age,4_towns,New Hartford,2017,ages0_17_low_income,47,69,0.028,0.04
pov_age,4_towns,New Hartford,2017,ages65plus_poverty_status_determined,1065,195,NA,NA
pov_age,4_towns,New Hartford,2017,ages65plus_poverty,58,51,0.054,0.047
pov_age,4_towns,New Hartford,2017,ages65plus_low_income,135,108,0.127,0.099
pov_age,4_towns,New Haven,2017,ages0_17_poverty_status_determined,28672,1088,NA,NA
pov_age,4_towns,New Haven,2017,ages0_17_poverty,9647,964,0.336,0.031
pov_age,4_towns,New Haven,2017,ages0_17_low_income,17874,1286,0.623,0.038
pov_age,4_towns,New Haven,2017,ages65plus_poverty_status_determined,13136,637,NA,NA
pov_age,4_towns,New Haven,2017,ages65plus_poverty,1935,291,0.147,0.021
pov_age,4_towns,New Haven,2017,ages65plus_low_income,5297,510,0.403,0.034
pov_age,4_towns,New London,2017,ages0_17_poverty_status_determined,5117,467,NA,NA
pov_age,4_towns,New London,2017,ages0_17_poverty,2245,481,0.439,0.085
pov_age,4_towns,New London,2017,ages0_17_low_income,3493,563,0.683,0.091
pov_age,4_towns,New London,2017,ages65plus_poverty_status_determined,2853,363,NA,NA
pov_age,4_towns,New London,2017,ages65plus_poverty,395,146,0.138,0.048
pov_age,4_towns,New London,2017,ages65plus_low_income,939,209,0.329,0.06
pov_age,4_towns,New Milford,2017,ages0_17_poverty_status_determined,5346,458,NA,NA
pov_age,4_towns,New Milford,2017,ages0_17_poverty,284,129,0.053,0.024
pov_age,4_towns,New Milford,2017,ages0_17_low_income,634,183,0.119,0.033
pov_age,4_towns,New Milford,2017,ages65plus_poverty_status_determined,3882,355,NA,NA
pov_age,4_towns,New Milford,2017,ages65plus_poverty,135,93,0.035,0.024
pov_age,4_towns,New Milford,2017,ages65plus_low_income,776,197,0.2,0.047
pov_age,4_towns,Newington,2017,ages0_17_poverty_status_determined,5749,473,NA,NA
pov_age,4_towns,Newington,2017,ages0_17_poverty,244,107,0.042,0.018
pov_age,4_towns,Newington,2017,ages0_17_low_income,921,245,0.16,0.041
pov_age,4_towns,Newington,2017,ages65plus_poverty_status_determined,6162,404,NA,NA
pov_age,4_towns,Newington,2017,ages65plus_poverty,486,147,0.079,0.023
pov_age,4_towns,Newington,2017,ages65plus_low_income,1402,229,0.228,0.034
pov_age,4_towns,Newtown,2017,ages0_17_poverty_status_determined,6816,422,NA,NA
pov_age,4_towns,Newtown,2017,ages0_17_poverty,249,117,0.037,0.017
pov_age,4_towns,Newtown,2017,ages0_17_low_income,652,194,0.096,0.028
pov_age,4_towns,Newtown,2017,ages65plus_poverty_status_determined,4244,351,NA,NA
pov_age,4_towns,Newtown,2017,ages65plus_poverty,189,91,0.045,0.021
pov_age,4_towns,Newtown,2017,ages65plus_low_income,643,213,0.152,0.049
pov_age,4_towns,Norfolk,2017,ages0_17_poverty_status_determined,256,61,NA,NA
pov_age,4_towns,Norfolk,2017,ages0_17_poverty,6,22,0.023,0.086
pov_age,4_towns,Norfolk,2017,ages0_17_low_income,45,42,0.176,0.159
pov_age,4_towns,Norfolk,2017,ages65plus_poverty_status_determined,379,64,NA,NA
pov_age,4_towns,Norfolk,2017,ages65plus_poverty,23,24,0.061,0.062
pov_age,4_towns,Norfolk,2017,ages65plus_low_income,81,42,0.214,0.105
pov_age,4_towns,North Branford,2017,ages0_17_poverty_status_determined,2521,391,NA,NA
pov_age,4_towns,North Branford,2017,ages0_17_poverty,46,64,0.018,0.025
pov_age,4_towns,North Branford,2017,ages0_17_low_income,368,220,0.146,0.084
pov_age,4_towns,North Branford,2017,ages65plus_poverty_status_determined,2966,331,NA,NA
pov_age,4_towns,North Branford,2017,ages65plus_poverty,76,90,0.026,0.03
pov_age,4_towns,North Branford,2017,ages65plus_low_income,394,153,0.133,0.049
pov_age,4_towns,North Canaan,2017,ages0_17_poverty_status_determined,536,122,NA,NA
pov_age,4_towns,North Canaan,2017,ages0_17_poverty,58,56,0.108,0.102
pov_age,4_towns,North Canaan,2017,ages0_17_low_income,160,86,0.299,0.145
pov_age,4_towns,North Canaan,2017,ages65plus_poverty_status_determined,689,153,NA,NA
pov_age,4_towns,North Canaan,2017,ages65plus_poverty,11,25,0.016,0.036
pov_age,4_towns,North Canaan,2017,ages65plus_low_income,142,72,0.206,0.094
pov_age,4_towns,North Haven,2017,ages0_17_poverty_status_determined,4650,465,NA,NA
pov_age,4_towns,North Haven,2017,ages0_17_poverty,77,67,0.017,0.014
pov_age,4_towns,North Haven,2017,ages0_17_low_income,424,235,0.091,0.05
pov_age,4_towns,North Haven,2017,ages65plus_poverty_status_determined,4844,402,NA,NA
pov_age,4_towns,North Haven,2017,ages65plus_poverty,351,142,0.072,0.029
pov_age,4_towns,North Haven,2017,ages65plus_low_income,1170,253,0.242,0.048
pov_age,4_towns,North Stonington,2017,ages0_17_poverty_status_determined,1125,208,NA,NA
pov_age,4_towns,North Stonington,2017,ages0_17_poverty,12,38,0.011,0.034
pov_age,4_towns,North Stonington,2017,ages0_17_low_income,421,206,0.374,0.17
pov_age,4_towns,North Stonington,2017,ages65plus_poverty_status_determined,755,199,NA,NA
pov_age,4_towns,North Stonington,2017,ages65plus_poverty,0,17,0,0.023
pov_age,4_towns,North Stonington,2017,ages65plus_low_income,141,97,0.187,0.119
pov_age,4_towns,Norwalk,2017,ages0_17_poverty_status_determined,18452,733,NA,NA
pov_age,4_towns,Norwalk,2017,ages0_17_poverty,2304,434,0.125,0.023
pov_age,4_towns,Norwalk,2017,ages0_17_low_income,6690,816,0.363,0.042
pov_age,4_towns,Norwalk,2017,ages65plus_poverty_status_determined,12218,613,NA,NA
pov_age,4_towns,Norwalk,2017,ages65plus_poverty,1369,270,0.112,0.021
pov_age,4_towns,Norwalk,2017,ages65plus_low_income,2939,398,0.241,0.03
pov_age,4_towns,Norwich,2017,ages0_17_poverty_status_determined,8991,684,NA,NA
pov_age,4_towns,Norwich,2017,ages0_17_poverty,1938,546,0.216,0.058
pov_age,4_towns,Norwich,2017,ages0_17_low_income,4216,720,0.469,0.072
pov_age,4_towns,Norwich,2017,ages65plus_poverty_status_determined,5798,461,NA,NA
pov_age,4_towns,Norwich,2017,ages65plus_poverty,566,222,0.098,0.037
pov_age,4_towns,Norwich,2017,ages65plus_low_income,2022,367,0.349,0.057
pov_age,4_towns,Old Lyme,2017,ages0_17_poverty_status_determined,1432,220,NA,NA
pov_age,4_towns,Old Lyme,2017,ages0_17_poverty,38,45,0.027,0.031
pov_age,4_towns,Old Lyme,2017,ages0_17_low_income,144,88,0.101,0.059
pov_age,4_towns,Old Lyme,2017,ages65plus_poverty_status_determined,2077,263,NA,NA
pov_age,4_towns,Old Lyme,2017,ages65plus_poverty,74,51,0.036,0.024
pov_age,4_towns,Old Lyme,2017,ages65plus_low_income,311,105,0.15,0.047
pov_age,4_towns,Old Saybrook,2017,ages0_17_poverty_status_determined,1917,324,NA,NA
pov_age,4_towns,Old Saybrook,2017,ages0_17_poverty,56,65,0.029,0.034
pov_age,4_towns,Old Saybrook,2017,ages0_17_low_income,654,271,0.341,0.129
pov_age,4_towns,Old Saybrook,2017,ages65plus_poverty_status_determined,2445,289,NA,NA
pov_age,4_towns,Old Saybrook,2017,ages65plus_poverty,158,101,0.065,0.041
pov_age,4_towns,Old Saybrook,2017,ages65plus_low_income,567,182,0.232,0.069
pov_age,4_towns,Orange,2017,ages0_17_poverty_status_determined,3069,345,NA,NA
pov_age,4_towns,Orange,2017,ages0_17_poverty,41,56,0.013,0.018
pov_age,4_towns,Orange,2017,ages0_17_low_income,122,90,0.04,0.029
pov_age,4_towns,Orange,2017,ages65plus_poverty_status_determined,2893,263,NA,NA
pov_age,4_towns,Orange,2017,ages65plus_poverty,134,66,0.046,0.022
pov_age,4_towns,Orange,2017,ages65plus_low_income,474,130,0.164,0.042
pov_age,4_towns,Oxford,2017,ages0_17_poverty_status_determined,3066,399,NA,NA
pov_age,4_towns,Oxford,2017,ages0_17_poverty,45,63,0.015,0.02
pov_age,4_towns,Oxford,2017,ages0_17_low_income,391,222,0.128,0.07
pov_age,4_towns,Oxford,2017,ages65plus_poverty_status_determined,2150,294,NA,NA
pov_age,4_towns,Oxford,2017,ages65plus_poverty,20,45,0.009,0.021
pov_age,4_towns,Oxford,2017,ages65plus_low_income,225,121,0.105,0.054
pov_age,4_towns,Plainfield,2017,ages0_17_poverty_status_determined,3066,401,NA,NA
pov_age,4_towns,Plainfield,2017,ages0_17_poverty,280,135,0.091,0.042
pov_age,4_towns,Plainfield,2017,ages0_17_low_income,1058,331,0.345,0.098
pov_age,4_towns,Plainfield,2017,ages65plus_poverty_status_determined,2540,314,NA,NA
pov_age,4_towns,Plainfield,2017,ages65plus_poverty,288,123,0.113,0.046
pov_age,4_towns,Plainfield,2017,ages65plus_low_income,670,195,0.264,0.07
pov_age,4_towns,Plainville,2017,ages0_17_poverty_status_determined,3280,433,NA,NA
pov_age,4_towns,Plainville,2017,ages0_17_poverty,426,219,0.13,0.065
pov_age,4_towns,Plainville,2017,ages0_17_low_income,1148,333,0.35,0.09
pov_age,4_towns,Plainville,2017,ages65plus_poverty_status_determined,2996,291,NA,NA
pov_age,4_towns,Plainville,2017,ages65plus_poverty,169,113,0.056,0.037
pov_age,4_towns,Plainville,2017,ages65plus_low_income,710,200,0.237,0.063
pov_age,4_towns,Plymouth,2017,ages0_17_poverty_status_determined,2081,280,NA,NA
pov_age,4_towns,Plymouth,2017,ages0_17_poverty,92,74,0.044,0.035
pov_age,4_towns,Plymouth,2017,ages0_17_low_income,383,158,0.184,0.072
pov_age,4_towns,Plymouth,2017,ages65plus_poverty_status_determined,1855,222,NA,NA
pov_age,4_towns,Plymouth,2017,ages65plus_poverty,86,51,0.046,0.027
pov_age,4_towns,Plymouth,2017,ages65plus_low_income,347,112,0.187,0.056
pov_age,4_towns,Pomfret,2017,ages0_17_poverty_status_determined,862,194,NA,NA
pov_age,4_towns,Pomfret,2017,ages0_17_poverty,0,12,0,0.014
pov_age,4_towns,Pomfret,2017,ages0_17_low_income,117,141,0.136,0.161
pov_age,4_towns,Pomfret,2017,ages65plus_poverty_status_determined,642,104,NA,NA
pov_age,4_towns,Pomfret,2017,ages65plus_poverty,31,35,0.048,0.054
pov_age,4_towns,Pomfret,2017,ages65plus_low_income,145,78,0.226,0.116
pov_age,4_towns,Portland,2017,ages0_17_poverty_status_determined,1907,306,NA,NA
pov_age,4_towns,Portland,2017,ages0_17_poverty,178,109,0.093,0.055
pov_age,4_towns,Portland,2017,ages0_17_low_income,403,183,0.211,0.09
pov_age,4_towns,Portland,2017,ages65plus_poverty_status_determined,1853,256,NA,NA
pov_age,4_towns,Portland,2017,ages65plus_poverty,63,50,0.034,0.027
pov_age,4_towns,Portland,2017,ages65plus_low_income,261,102,0.141,0.051
pov_age,4_towns,Preston,2017,ages0_17_poverty_status_determined,895,147,NA,NA
pov_age,4_towns,Preston,2017,ages0_17_poverty,123,87,0.137,0.095
pov_age,4_towns,Preston,2017,ages0_17_low_income,300,147,0.335,0.155
pov_age,4_towns,Preston,2017,ages65plus_poverty_status_determined,896,129,NA,NA
pov_age,4_towns,Preston,2017,ages65plus_poverty,51,41,0.057,0.045
pov_age,4_towns,Preston,2017,ages65plus_low_income,179,85,0.2,0.09
pov_age,4_towns,Prospect,2017,ages0_17_poverty_status_determined,1891,295,NA,NA
pov_age,4_towns,Prospect,2017,ages0_17_poverty,52,64,0.027,0.034
pov_age,4_towns,Prospect,2017,ages0_17_low_income,230,210,0.122,0.109
pov_age,4_towns,Prospect,2017,ages65plus_poverty_status_determined,1745,231,NA,NA
pov_age,4_towns,Prospect,2017,ages65plus_poverty,48,43,0.028,0.024
pov_age,4_towns,Prospect,2017,ages65plus_low_income,205,98,0.117,0.054
pov_age,4_towns,Putnam,2017,ages0_17_poverty_status_determined,1739,355,NA,NA
pov_age,4_towns,Putnam,2017,ages0_17_poverty,292,147,0.168,0.077
pov_age,4_towns,Putnam,2017,ages0_17_low_income,893,342,0.514,0.166
pov_age,4_towns,Putnam,2017,ages65plus_poverty_status_determined,1462,230,NA,NA
pov_age,4_towns,Putnam,2017,ages65plus_poverty,80,48,0.055,0.032
pov_age,4_towns,Putnam,2017,ages65plus_low_income,445,139,0.304,0.082
pov_age,4_towns,Redding,2017,ages0_17_poverty_status_determined,2112,277,NA,NA
pov_age,4_towns,Redding,2017,ages0_17_poverty,28,56,0.013,0.026
pov_age,4_towns,Redding,2017,ages0_17_low_income,121,96,0.057,0.045
pov_age,4_towns,Redding,2017,ages65plus_poverty_status_determined,1706,242,NA,NA
pov_age,4_towns,Redding,2017,ages65plus_poverty,104,111,0.061,0.064
pov_age,4_towns,Redding,2017,ages65plus_low_income,262,156,0.154,0.089
pov_age,4_towns,Ridgefield,2017,ages0_17_poverty_status_determined,7144,453,NA,NA
pov_age,4_towns,Ridgefield,2017,ages0_17_poverty,99,104,0.014,0.015
pov_age,4_towns,Ridgefield,2017,ages0_17_low_income,460,218,0.064,0.03
pov_age,4_towns,Ridgefield,2017,ages65plus_poverty_status_determined,3960,403,NA,NA
pov_age,4_towns,Ridgefield,2017,ages65plus_poverty,221,151,0.056,0.038
pov_age,4_towns,Ridgefield,2017,ages65plus_low_income,585,211,0.148,0.051
pov_age,4_towns,Rocky Hill,2017,ages0_17_poverty_status_determined,3406,385,NA,NA
pov_age,4_towns,Rocky Hill,2017,ages0_17_poverty,291,196,0.085,0.057
pov_age,4_towns,Rocky Hill,2017,ages0_17_low_income,462,236,0.136,0.068
pov_age,4_towns,Rocky Hill,2017,ages65plus_poverty_status_determined,3976,414,NA,NA
pov_age,4_towns,Rocky Hill,2017,ages65plus_poverty,247,115,0.062,0.028
pov_age,4_towns,Rocky Hill,2017,ages65plus_low_income,943,223,0.237,0.05
pov_age,4_towns,Roxbury,2017,ages0_17_poverty_status_determined,420,64,NA,NA
pov_age,4_towns,Roxbury,2017,ages0_17_poverty,4,25,0.01,0.06
pov_age,4_towns,Roxbury,2017,ages0_17_low_income,4,36,0.01,0.086
